filename,category,suggested_id,suggested_display_name
"icon_hero_ghorm_rare.png","Hero Icon","icon_hero_ghorm_rare","Icon Hero Ghorm Rare"
"icon_hero_grido.png","Hero Icon","icon_hero_grido","Icon Hero Grido"
"icon_hero_grido_epic.png","Hero Icon","icon_hero_grido_epic","Icon Hero Grido Epic"
"icon_hero_grido_rare.png","Hero Icon","icon_hero_grido_rare","Icon Hero Grido Rare"
"icon_hero_harumi.png","Hero Icon","icon_hero_harumi","Icon Hero Harumi"
"icon_hero_harumi_epic.png","Hero Icon","icon_hero_harumi_epic","Icon Hero Harumi Epic"
"icon_hero_harumi_rare.png","Hero Icon","icon_hero_harumi_rare","Icon Hero Harumi Rare"
"icon_hero_imps_ballista.png","Hero Icon","icon_hero_imps_ballista","Icon Hero Imps Ballista"
"icon_hero_ingrid.png","Hero Icon","icon_hero_ingrid","Icon Hero Ingrid"
"icon_hero_ingrid_epic.png","Hero Icon","icon_hero_ingrid_epic","Icon Hero Ingrid Epic"
"icon_hero_ja_van.png","Hero Icon","icon_hero_ja_van","Icon Hero Ja Van"
"icon_hero_ja_van_epic.png","Hero Icon","icon_hero_ja_van_epic","Icon Hero Ja Van Epic"
"icon_hero_kane.png","Hero Icon","icon_hero_kane","Icon Hero Kane"
"icon_hero_kuldjar.png","Hero Icon","icon_hero_kuldjar","Icon Hero Kuldjar"
"icon_hero_kuldjar_epic.png","Hero Icon","icon_hero_kuldjar_epic","Icon Hero Kuldjar Epic"
"icon_hero_larion.png","Hero Icon","icon_hero_larion","Icon Hero Larion"
"icon_hero_larion_epic.png","Hero Icon","icon_hero_larion_epic","Icon Hero Larion Epic"
"icon_hero_larion_rare.png","Hero Icon","icon_hero_larion_rare","Icon Hero Larion Rare"
"icon_hero_lilith.png","Hero Icon","icon_hero_lilith","Icon Hero Lilith"
"icon_hero_lilith_epic.png","Hero Icon","icon_hero_lilith_epic","Icon Hero Lilith Epic"
"icon_hero_lilith_rare.png","Hero Icon","icon_hero_lilith_rare","Icon Hero Lilith Rare"
"icon_hero_marylee.png","Hero Icon","icon_hero_marylee","Icon Hero Marylee"
"icon_hero_marylee_epic.png","Hero Icon","icon_hero_marylee_epic","Icon Hero Marylee Epic"
"icon_hero_marylee_rare.png","Hero Icon","icon_hero_marylee_rare","Icon Hero Marylee Rare"
"icon_hero_may.png","Hero Icon","icon_hero_may","Icon Hero May"
"icon_hero_may_epic.png","Hero Icon","icon_hero_may_epic","Icon Hero May Epic"
"icon_hero_morrigan.png","Hero Icon","icon_hero_morrigan","Icon Hero Morrigan"
"icon_hero_morrigan_epic.png","Hero Icon","icon_hero_morrigan_epic","Icon Hero Morrigan Epic"
"icon_hero_morrigan_rare.png","Hero Icon","icon_hero_morrigan_rare","Icon Hero Morrigan Rare"
"icon_hero_nurzak.png","Hero Icon","icon_hero_nurzak","Icon Hero Nurzak"
"icon_hero_nurzak_epic.png","Hero Icon","icon_hero_nurzak_epic","Icon Hero Nurzak Epic"
"icon_hero_nurzak_rare.png","Hero Icon","icon_hero_nurzak_rare","Icon Hero Nurzak Rare"
"icon_hero_otta.png","Hero Icon","icon_hero_otta","Icon Hero Otta"
"icon_hero_otta_epic.png","Hero Icon","icon_hero_otta_epic","Icon Hero Otta Epic"
"icon_hero_rabba.png","Hero Icon","icon_hero_rabba","Icon Hero Rabba"
"icon_hero_rabba_epic.png","Hero Icon","icon_hero_rabba_epic","Icon Hero Rabba Epic"
"icon_hero_ragnar.png","Hero Icon","icon_hero_ragnar","Icon Hero Ragnar"
"icon_hero_ragnar_epic.png","Hero Icon","icon_hero_ragnar_epic","Icon Hero Ragnar Epic"
"icon_hero_ridael.png","Hero Icon","icon_hero_ridael","Icon Hero Ridael"
"icon_hero_ridael_epic.png","Hero Icon","icon_hero_ridael_epic","Icon Hero Ridael Epic"
"icon_hero_rigzash.png","Hero Icon","icon_hero_rigzash","Icon Hero Rigzash"
"icon_hero_rigzash_rare.png","Hero Icon","icon_hero_rigzash_rare","Icon Hero Rigzash Rare"
"icon_hero_rose.png","Hero Icon","icon_hero_rose","Icon Hero Rose"
"icon_hero_rose_rare.png","Hero Icon","icon_hero_rose_rare","Icon Hero Rose Rare"
"icon_hero_selina.png","Hero Icon","icon_hero_selina","Icon Hero Selina"
"icon_hero_selina_epic.png","Hero Icon","icon_hero_selina_epic","Icon Hero Selina Epic"
"icon_hero_selina_rare.png","Hero Icon","icon_hero_selina_rare","Icon Hero Selina Rare"
"icon_hero_sir_joseph.png","Hero Icon","icon_hero_sir_joseph","Icon Hero Sir Joseph"
"icon_hero_sir_joseph_epic.png","Hero Icon","icon_hero_sir_joseph_epic","Icon Hero Sir Joseph Epic"
"icon_hero_sir_joseph_rare.png","Hero Icon","icon_hero_sir_joseph_rare","Icon Hero Sir Joseph Rare"
"icon_hero_tao.png","Hero Icon","icon_hero_tao","Icon Hero Tao"
"icon_hero_tao_epic.png","Hero Icon","icon_hero_tao_epic","Icon Hero Tao Epic"
"icon_hero_tiara.png","Hero Icon","icon_hero_tiara","Icon Hero Tiara"
"icon_hero_tiara_epic.png","Hero Icon","icon_hero_tiara_epic","Icon Hero Tiara Epic"
"icon_hero_tiara_rare.png","Hero Icon","icon_hero_tiara_rare","Icon Hero Tiara Rare"
"icon_hero_tilion.png","Hero Icon","icon_hero_tilion","Icon Hero Tilion"
"icon_hero_tilion_epic.png","Hero Icon","icon_hero_tilion_epic","Icon Hero Tilion Epic"
"icon_hero_tomas.png","Hero Icon","icon_hero_tomas","Icon Hero Tomas"
"icon_hero_tomas_epic.png","Hero Icon","icon_hero_tomas_epic","Icon Hero Tomas Epic"
"icon_hero_toshi.png","Hero Icon","icon_hero_toshi","Icon Hero Toshi"
"icon_hero_toshi_epic.png","Hero Icon","icon_hero_toshi_epic","Icon Hero Toshi Epic"
"icon_hero_toshi_rare.png","Hero Icon","icon_hero_toshi_rare","Icon Hero Toshi Rare"
"icon_hero_ukun.png","Hero Icon","icon_hero_ukun","Icon Hero Ukun"
"icon_hero_vector.png","Hero Icon","icon_hero_vector","Icon Hero Vector"
"icon_hero_violet.png","Hero Icon","icon_hero_violet","Icon Hero Violet"
"icon_hero_violet_rare.png","Hero Icon","icon_hero_violet_rare","Icon Hero Violet Rare"
"icon_hero_walter.png","Hero Icon","icon_hero_walter","Icon Hero Walter"
"icon_hero_yoshi.png","Hero Icon","icon_hero_yoshi","Icon Hero Yoshi"
"icon_hero_yoshi_epic.png","Hero Icon","icon_hero_yoshi_epic","Icon Hero Yoshi Epic"
"icon_hero_ziuk.png","Hero Icon","icon_hero_ziuk","Icon Hero Ziuk"
"icon_hero_ziuk_epic.png","Hero Icon","icon_hero_ziuk_epic","Icon Hero Ziuk Epic"
"icon_hero_zoryg.png","Hero Icon","icon_hero_zoryg","Icon Hero Zoryg"
"icon_hero_zoryg_epic.png","Hero Icon","icon_hero_zoryg_epic","Icon Hero Zoryg Epic"
"icon_move_red_cube_flames.png","Other","icon_move_red_cube_flames","Icon Move Red Cube Flames"
"icon_ticket_new_pvp_lite.png","Other","icon_ticket_new_pvp_lite","Icon Ticket New Pvp Lite"
"imps_ballista_epic_weapon_icon.png","Epic Weapon","imps_ballista_epic_weapon_icon","Epic Weapon: Imps_Ballista"
"ingrid_epic_weapon_icon.png","Epic Weapon","ingrid_epic_weapon_icon","Epic Weapon: Ingrid"
"item_badge.png","Item","item_badge","Item Badge"
"item_christmas_rune.png","Item","item_christmas_rune","Item Christmas Rune"
"item_global_pvp_ticket.png","Item","item_global_pvp_ticket","Item Global Pvp Ticket"
"item_iron_ingot_gr1.png","Item","item_iron_ingot_gr1","Item Iron Ingot Gr1"
"item_iron_ingot_gr2.png","Item","item_iron_ingot_gr2","Item Iron Ingot Gr2"
"item_iron_ingot_gr3.png","Item","item_iron_ingot_gr3","Item Iron Ingot Gr3"
"item_iron_ore.png","Item","item_iron_ore","Item Iron Ore"
"item_lite_pvp_ticket.png","Item","item_lite_pvp_ticket","Item Lite Pvp Ticket"
"item_mana.png","Item","item_mana","Item Mana"
"item_piece_of_soul.png","Item","item_piece_of_soul","Item Piece Of Soul"
"item_provision.png","Item","item_provision","Item Provision"
"item_quest_daily.png","Item","item_quest_daily","Item Quest Daily"
"item_quest_event_hero_summon.png","Item","item_quest_event_hero_summon","Item Quest Event Hero Summon"
"item_quest_guild_daily.png","Item","item_quest_guild_daily","Item Quest Guild Daily"
"item_quest_hell.png","Item","item_quest_hell","Item Quest Hell"
"item_quest_meteorite.png","Item","item_quest_meteorite","Item Quest Meteorite"
"item_quest_mission.png","Item","item_quest_mission","Item Quest Mission"
"item_quest_prologue.png","Item","item_quest_prologue","Item Quest Prologue"
"item_quest_pvp.png","Item","item_quest_pvp","Item Quest Pvp"
"item_writ.png","Item","item_writ","Item Writ"
"item_xmas_merge.png","Item","item_xmas_merge","Item Xmas Merge"
"item_xmas_rune.png","Item","item_xmas_rune","Item Xmas Rune"
"ja_van_epic_weapon_icon.png","Epic Weapon","ja_van_epic_weapon_icon","Epic Weapon: Ja_Van"
"joseph_epic_weapon_icon.png","Epic Weapon","joseph_epic_weapon_icon","Epic Weapon: Joseph"
"kane_epic_weapon_icon.png","Epic Weapon","kane_epic_weapon_icon","Epic Weapon: Kane"
"kuldjar_epic_weapon_icon.png","Epic Weapon","kuldjar_epic_weapon_icon","Epic Weapon: Kuldjar"
"larion_epic_weapon_icon.png","Epic Weapon","larion_epic_weapon_icon","Epic Weapon: Larion"
"lilith_epic_weapon_icon.png","Epic Weapon","lilith_epic_weapon_icon","Epic Weapon: Lilith"
"marylee_epic_weapon_icon.png","Epic Weapon","marylee_epic_weapon_icon","Epic Weapon: Marylee"
"may_epic_weapon_icon.png","Epic Weapon","may_epic_weapon_icon","Epic Weapon: May"
"morrigan_epic_weapon_icon.png","Epic Weapon","morrigan_epic_weapon_icon","Epic Weapon: Morrigan"
"nurzak_epic_weapon_icon.png","Epic Weapon","nurzak_epic_weapon_icon","Epic Weapon: Nurzak"
"otta_epic_weapon_icon.png","Epic Weapon","otta_epic_weapon_icon","Epic Weapon: Otta"
"rabba_epic_weapon_icon.png","Epic Weapon","rabba_epic_weapon_icon","Epic Weapon: Rabba"
"ridael_epic_weapon_icon.png","Epic Weapon","ridael_epic_weapon_icon","Epic Weapon: Ridael"
"rigzash_epic_weapon_icon.png","Epic Weapon","rigzash_epic_weapon_icon","Epic Weapon: Rigzash"
"rose_epic_weapon_icon.png","Epic Weapon","rose_epic_weapon_icon","Epic Weapon: Rose"
"selina_epic_weapon_icon.png","Epic Weapon","selina_epic_weapon_icon","Epic Weapon: Selina"
"tao_epic_weapon_icon.png","Epic Weapon","tao_epic_weapon_icon","Epic Weapon: Tao"
"tiara_epic_weapon_icon.png","Epic Weapon","tiara_epic_weapon_icon","Epic Weapon: Tiara"
"tilion_epic_weapon_icon.png","Epic Weapon","tilion_epic_weapon_icon","Epic Weapon: Tilion"
"tomas_epic_weapon_icon.png","Epic Weapon","tomas_epic_weapon_icon","Epic Weapon: Tomas"
"vector_epic_weapon_icon.png","Epic Weapon","vector_epic_weapon_icon","Epic Weapon: Vector"
"violet_epic_weapon_icon.png","Epic Weapon","violet_epic_weapon_icon","Epic Weapon: Violet"
"walter_epic_weapon_icon.png","Epic Weapon","walter_epic_weapon_icon","Epic Weapon: Walter"
"ziuk_epic_weapon_icon.png","Epic Weapon","ziuk_epic_weapon_icon","Epic Weapon: Ziuk"
"zoryg_epic_weapon_icon.png","Epic Weapon","zoryg_epic_weapon_icon","Epic Weapon: Zoryg"
